no,id,timestamp
0,996.1737191058339,1713281098604
1,2555.4633232691895,1713281103612
2,4467.243155073681,1713281108615
3,2865.093920541862,1713281113615
4,3639.89937196095,1713281118616
5,4841.874165092774,1713281123619
6,1591.7379333822257,1713281128624
7,755.3491001136991,1713281133625
8,2695.6897923760125,1713281138626
9,662.5870179100546,1713281143626
10,1354.5327975787113,1713281148630
11,794.9818950626076,1713281153635
12,1985.268612158807,1713281158644
13,3942.097138527212,1713281163650
14,3318.178666712196,1713281168654
15,2381.032169444417,1713281173656
16,2464.126157910921,1713281178661
17,4330.823334144793,1713281183665
18,4121.561908571605,1713281188666
19,4219.742917264908,1713281193670
20,2648.6125880979425,1713281198674
21,1310.8593890090735,1713281203674
22,1936.6184799724883,1713281208680
23,376.62637291316025,1713281213684
24,2197.7126619710352,1713281218685
25,4346.920096455551,1713281223687
26,2396.224636228932,1713281228690
27,1754.7076893165724,1713281233693
28,2206.2935390455373,1713281238693
29,3730.3230722237035,1713281243697
30,1806.6475226824075,1713281248703
31,4596.601149886624,1713281253706
32,2536.8036102256942,1713281258710
33,457.560713035362,1713281263711
34,602.4769142794905,1713281268714
35,1605.2945598989331,1713281273724
36,1315.2814278117064,1713281278725
37,4241.514672295764,1713281283729
38,246.40535673980168,1713281288731
39,3609.4882653007944,1713281293732
40,1576.5237177078795,1713281298740
41,3591.1449036590247,1713281303744
42,897.4449583238975,1713281308744
43,4723.304165473823,1713281313746
44,3153.9967594634377,1713281318750
45,4848.083650156205,1713281323750
46,3131.834252539063,1713281328753
47,3416.0578030378488,1713281333757
48,853.9582160883841,1713281338757
49,2451.2648416432703,1713281343762
50,2654.7210333584235,1713281348766
51,635.3186697879543,1713281353771
52,2462.062149735548,1713281358776
53,4181.006272782649,1713281363780
54,2074.6372690251424,1713281368780
55,3828.707021149015,1713281373784
56,1891.416793009375,1713281378786
57,3109.898706705373,1713281383788
58,4351.726847559919,1713281388790
59,4843.758777613854,1713281393790
60,754.9703130777064,1713281398793
61,4189.217707272101,1713281403799
62,2256.7901093059563,1713281408802
63,3126.623644254919,1713281413805
64,385.12465157709454,1713281418807
65,3326.3181643911953,1713281423812
66,3638.9410581009183,1713281428812
67,2206.176148994291,1713281433813
68,1628.206134717044,1713281438815
69,365.7848785545181,1713281443818
70,2994.908598936308,1713281448822
71,616.6694045372323,1713281453825
72,3087.5695329560594,1713281458826
73,4588.523161158774,1713281463827
74,1817.2068380369287,1713281468832
75,192.93114081264994,1713281473834
76,60.07155397824482,1713281478839
77,589.5650872491309,1713281483841
78,3116.0518590187926,1713281488843
79,4385.161029934647,1713281493846
80,3515.7118995132173,1713281498846
